movieId,title,genres,year,tag,content
32875,Holiday (Jour de fête),Comedy,1949.0,,holiday jour de f te comedy
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),Drama War,1962.0,,ivan s childhood a k a my name is ivan ivanovo detstvo drama war
32898,"Trip to the Moon, A (Voyage dans la lune, Le)",Action Adventure Fantasy Sci-Fi,1902.0,,trip to the moon a voyage dans la lune le action adventure fantasy sci fi
32906,"Ascent, The (Voskhozhdeniye)",Drama War,1977.0,,ascent the voskhozhdeniye drama war
32914,Carrie,Drama Horror Thriller,2002.0,,carrie drama horror thriller
32917,Boccaccio '70,Comedy Fantasy Romance,1962.0,,boccaccio 70 comedy fantasy romance
33004,"Hitchhiker's Guide to the Galaxy, The",Adventure Comedy Sci-Fi,2005.0,,hitchhiker s guide to the galaxy the adventure comedy sci fi
33085,"Amityville Horror, The",Horror Thriller,2005.0,,amityville horror the horror thriller
33090,Mutant Aliens,Animation Comedy Sci-Fi,2001.0,,mutant aliens animation comedy sci fi
33124,Before the Fall (NaPolA - Elite für den Führer),Drama War,2004.0,,before the fall napola elite f r den f hrer drama war
33126,"Frisco Kid, The",Comedy Western,1979.0,,frisco kid the comedy western
33132,State Property 2,Action Crime Drama,2005.0,,state property 2 action crime drama
33138,Palindromes,Adventure Comedy Drama,2004.0,,palindromes adventure comedy drama
33145,"Lot Like Love, A",Comedy Drama Romance,2005.0,,lot like love a comedy drama romance
33148,King's Ransom,Comedy Crime,2005.0,,king s ransom comedy crime
33154,Enron: The Smartest Guys in the Room,Documentary,2005.0,business money scandal,enron the smartest guys in the room documentary business money scandal
33158,xXx: State of the Union,Action Crime Thriller,2005.0,,xxx state of the union action crime thriller
33162,Kingdom of Heaven,Action Drama Romance War,2005.0,david thewlis eva green liam neeson orlando bloom,kingdom of heaven action drama romance war david thewlis eva green liam neeson orlando bloom
33164,House of Wax,Horror Thriller,2005.0,,house of wax horror thriller
33166,Crash,Crime Drama,2004.0,racism,crash crime drama racism
33171,Mysterious Skin,Drama Mystery,2004.0,,mysterious skin drama mystery
33188,Mischief,Comedy Romance,1985.0,,mischief comedy romance
33201,Between Your Legs (Entre las piernas),Drama Mystery Romance Thriller,1999.0,,between your legs entre las piernas drama mystery romance thriller
33237,San Francisco,Drama Musical Romance,1936.0,,san francisco drama musical romance
33294,Vampire Hunter D,Animation Fantasy Horror,1985.0,,vampire hunter d animation fantasy horror
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses)",Drama Romance,2004.0,,common thread a a k a sequins brodeuses drama romance
33312,"Cocoanuts, The",Comedy Musical,1929.0,,cocoanuts the comedy musical
33421,Dear Wendy,Drama,2005.0,,dear wendy drama
33435,Los Angeles Plays Itself,Documentary,2003.0,,los angeles plays itself documentary
33437,Unleashed (Danny the Dog),Action Crime Drama Thriller,2005.0,,unleashed danny the dog action crime drama thriller
33493,Star Wars: Episode III - Revenge of the Sith,Action Adventure Sci-Fi,2005.0,space space opera,star wars episode iii revenge of the sith action adventure sci fi space space opera
33495,Kicking & Screaming,Comedy,2005.0,,kicking screaming comedy
33499,Monster-in-Law,Comedy Romance,2005.0,,monster in law comedy romance
33558,"Snow Walker, The",Adventure Drama,2003.0,,snow walker the adventure drama
33564,Divorce - Italian Style (Divorzio all'italiana),Comedy,1961.0,,divorce italian style divorzio all italiana comedy
33615,Madagascar,Adventure Animation Children Comedy,2005.0,,madagascar adventure animation children comedy
33629,Airborne,Adventure Comedy,1993.0,,airborne adventure comedy
33639,Mad Hot Ballroom,Children Documentary,2005.0,,mad hot ballroom children documentary
33644,Dominion: Prequel to the Exorcist,Horror Thriller,2005.0,,dominion prequel to the exorcist horror thriller
33646,"Longest Yard, The",Comedy Drama,2005.0,,longest yard the comedy drama
33649,Saving Face,Comedy Drama Romance,2004.0,,saving face comedy drama romance
33660,Cinderella Man,Drama Romance,2005.0,boksdrama boxing,cinderella man drama romance boksdrama boxing
33669,"Sisterhood of the Traveling Pants, The",Adventure Comedy Drama,2005.0,,sisterhood of the traveling pants the adventure comedy drama
33672,Lords of Dogtown,Action Comedy Drama,2005.0,,lords of dogtown action comedy drama
33677,Rock School,Documentary,2005.0,,rock school documentary
33679,Mr. & Mrs. Smith,Action Adventure Comedy Romance,2005.0,,mr mrs smith action adventure comedy romance
33681,"Adventures of Sharkboy and Lavagirl 3-D, The",Action Adventure Children Fantasy,2005.0,,adventures of sharkboy and lavagirl 3 d the action adventure children fantasy
33683,High Tension (Haute tension) (Switchblade Romance),Horror Thriller,2003.0,,high tension haute tension switchblade romance horror thriller
33725,It's All Gone Pete Tong,Comedy Drama Musical,2004.0,,it s all gone pete tong comedy drama musical
33779,Eddie Izzard: Dress to Kill,Comedy,1999.0,,eddie izzard dress to kill comedy
33781,Quo Vadis,Drama Romance,1951.0,,quo vadis drama romance
33794,Batman Begins,Action Crime IMAX,2005.0,,batman begins action crime imax
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu),Action Adventure Fantasy Sci-Fi,2004.0,,godzilla final wars gojira fainaru u zu action adventure fantasy sci fi
33815,"Perfect Man, The",Comedy Drama Romance,2005.0,,perfect man the comedy drama romance
33826,Saint Ralph,Comedy Drama,2004.0,,saint ralph comedy drama
33830,Herbie: Fully Loaded,Adventure Comedy Romance,2005.0,,herbie fully loaded adventure comedy romance
33834,Land of the Dead,Action Horror Thriller,2005.0,,land of the dead action horror thriller
33836,Bewitched,Comedy Fantasy Romance,2005.0,,bewitched comedy fantasy romance
33838,Rize,Documentary,2005.0,,rize documentary
33880,Me and You and Everyone We Know,Comedy Drama,2005.0,,me and you and everyone we know comedy drama
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",Comedy Crime Thriller,2004.0,,perfect crime the crimen ferpecto ferpect crime comedy crime thriller
33896,3 Extremes (Three... Extremes) (Saam gaang yi),Horror,2004.0,,3 extremes three extremes saam gaang yi horror
33903,"Edukators, The (Die Fetten Jahre sind vorbei)",Comedy Crime Drama Romance,2004.0,,edukators the die fetten jahre sind vorbei comedy crime drama romance
33966,Cop and ½,Comedy,1993.0,,cop and comedy
34018,At the Circus,Comedy Musical,1939.0,,at the circus comedy musical
34048,War of the Worlds,Action Adventure Sci-Fi Thriller,2005.0,,war of the worlds action adventure sci fi thriller
34072,"March of the Penguins (Marche de l'empereur, La)",Documentary,2005.0,,march of the penguins marche de l empereur la documentary
34129,Rebound,Comedy,2005.0,,rebound comedy
34143,Dark Water,Drama Horror Thriller,2005.0,,dark water drama horror thriller
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",Drama,2005.0,,beat that my heart skipped the battre mon coeur s est arr t de drama
34150,Fantastic Four,Action Adventure Sci-Fi,2005.0,chris evans comic book heroine in tight suit jessica alba sexy female scientist superhero,fantastic four action adventure sci fi chris evans comic book heroine in tight suit jessica alba sexy female scientist superhero
34153,Murderball,Documentary,2005.0,,murderball documentary
34162,Wedding Crashers,Comedy Romance,2005.0,stiller,wedding crashers comedy romance stiller
34164,Happy Endings,Comedy Drama,2005.0,,happy endings comedy drama
34271,Hustle & Flow,Crime Drama,2005.0,hip hop,hustle flow crime drama hip hop
34292,Hardware,Action Horror Sci-Fi,1990.0,,hardware action horror sci fi
34312,"Calcium Kid, The",Comedy,2004.0,,calcium kid the comedy
34319,"Island, The",Action Sci-Fi Thriller,2005.0,,island the action sci fi thriller
34321,Bad News Bears,Children Comedy,2005.0,,bad news bears children comedy
34323,"Devil's Rejects, The",Action Crime Horror,2005.0,rob zombie,devil s rejects the action crime horror rob zombie
34326,Last Days,Drama,2005.0,,last days drama
34330,November,Drama Mystery,2004.0,,november drama mystery
34332,Sky High,Action Adventure Children Comedy,2005.0,,sky high action adventure children comedy
34334,Stealth,Action Adventure Sci-Fi Thriller,2005.0,,stealth action adventure sci fi thriller
34336,Must Love Dogs,Comedy Romance,2005.0,,must love dogs comedy romance
34338,"Aristocrats, The",Comedy Documentary,2005.0,,aristocrats the comedy documentary
34359,Georgy Girl,Comedy,1966.0,pregnancy,georgy girl comedy pregnancy
34397,"Order, The",Action Adventure Drama Thriller,2001.0,,order the action adventure drama thriller
34405,Serenity,Action Adventure Sci-Fi,2005.0,predictable firefly,serenity action adventure sci fi predictable firefly
34437,Broken Flowers,Comedy Drama,2005.0,in netflix queue,broken flowers comedy drama in netflix queue
34450,Miracles - Mr. Canton and Lady Rose,Action Comedy Crime Drama,1989.0,,miracles mr canton and lady rose action comedy crime drama
34482,"Browning Version, The",Drama,1951.0,in netflix queue,browning version the drama in netflix queue
34520,"Dukes of Hazzard, The",Action Adventure Comedy,2005.0,,dukes of hazzard the action adventure comedy
34523,The Chumscrubber,Comedy Drama,2005.0,,the chumscrubber comedy drama
34528,Junebug,Comedy Drama,2005.0,pregnancy,junebug comedy drama pregnancy
34530,Deuce Bigalow: European Gigolo,Comedy,2005.0,,deuce bigalow european gigolo comedy
34532,"Skeleton Key, The",Drama Horror Mystery Thriller,2005.0,,skeleton key the drama horror mystery thriller
34534,Four Brothers,Action Crime Drama,2005.0,,four brothers action crime drama
34536,The Great Raid,Action Drama War,2005.0,,the great raid action drama war
34540,Pretty Persuasion,Comedy Drama,2005.0,,pretty persuasion comedy drama
34542,Grizzly Man,Documentary,2005.0,animal movie bears,grizzly man documentary animal movie bears
34800,Private Resort,Comedy,1985.0,,private resort comedy
34811,Pusher II: With Blood on My Hands,Action Crime Drama Thriller,2004.0,,pusher ii with blood on my hands action crime drama thriller
35015,Duma,Adventure Drama,2005.0,animal movie in netflix queue,duma adventure drama animal movie in netflix queue
35347,Animal Farm,Animation Drama,1954.0,,animal farm animation drama
35807,"Teahouse of the August Moon, The",Comedy,1956.0,,teahouse of the august moon the comedy
35836,"40-Year-Old Virgin, The",Comedy Romance,2005.0,best picture classic hilarious steve carell,40 year old virgin the comedy romance best picture classic hilarious steve carell
35957,Red Eye,Horror Thriller,2005.0,,red eye horror thriller
36276,Hidden (a.k.a. Cache) (Caché),Drama Mystery Thriller,2005.0,,hidden a k a cache cach drama mystery thriller
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),Adventure Children Comedy Fantasy,1999.0,,asterix obelix vs caesar ast rix et ob lix contre c sar adventure children comedy fantasy
36363,Kin-Dza-Dza!,Comedy Drama Sci-Fi,1986.0,,kin dza dza comedy drama sci fi
36397,Valiant,Adventure Animation Children Comedy Fantasy War,2005.0,,valiant adventure animation children comedy fantasy war
36401,"Brothers Grimm, The",Comedy Fantasy Horror Thriller,2005.0,,brothers grimm the comedy fantasy horror thriller
36477,"Baxter, The",Comedy Drama Romance,2005.0,,baxter the comedy drama romance
36509,"Cave, The",Action Adventure Horror Mystery Sci-Fi Thriller,2005.0,,cave the action adventure horror mystery sci fi thriller
36517,"Constant Gardener, The",Drama Thriller,2005.0,africa business politics,constant gardener the drama thriller africa business politics
36519,Transporter 2,Action Crime Thriller,2005.0,,transporter 2 action crime thriller
36525,Just Like Heaven,Comedy Fantasy Romance,2005.0,,just like heaven comedy fantasy romance
36527,Proof,Drama,2005.0,mathematics,proof drama mathematics
36529,Lord of War,Action Crime Drama Thriller War,2005.0,wapendrama,lord of war action crime drama thriller war wapendrama
36533,Cry_Wolf (a.k.a. Cry Wolf),Drama Horror Mystery Thriller,2005.0,,cry wolf a k a cry wolf drama horror mystery thriller
36535,Everything Is Illuminated,Comedy Drama,2005.0,in netflix queue,everything is illuminated comedy drama in netflix queue
36537,Thumbsucker,Comedy Drama,2005.0,,thumbsucker comedy drama
36708,Family Guy Presents Stewie Griffin: The Untold Story,Adventure Animation Comedy,2005.0,,family guy presents stewie griffin the untold story adventure animation comedy
36850,Police Story 2 (Ging chaat goo si juk jaap),Action Comedy Crime Thriller,1988.0,,police story 2 ging chaat goo si juk jaap action comedy crime thriller
36931,New Police Story (Xin jing cha gu shi),Action Crime Drama,2004.0,,new police story xin jing cha gu shi action crime drama
37211,Go West,Comedy Musical Western,1940.0,,go west comedy musical western
37240,Why We Fight,Documentary,2005.0,in netflix queue,why we fight documentary in netflix queue
37380,Doom,Action Horror Sci-Fi,2005.0,,doom action horror sci fi
37382,Domino,Crime Drama Thriller,2005.0,,domino crime drama thriller
37384,Waiting...,Comedy,2005.0,restaurant,waiting comedy restaurant
37386,Aeon Flux,Action Sci-Fi,2005.0,,aeon flux action sci fi
37444,Frankenstein 90,Comedy Horror Romance,1984.0,,frankenstein 90 comedy horror romance
37475,"Unfinished Life, An",Drama,2005.0,,unfinished life an drama
37477,"Man, The",Action Comedy Crime,2005.0,,man the action comedy crime
37495,Survive Style 5+,Fantasy Mystery Romance Thriller,2004.0,,survive style 5 fantasy mystery romance thriller
37545,Woyzeck,Drama,1979.0,,woyzeck drama
37720,"Exorcism of Emily Rose, The",Crime Drama Horror Thriller,2005.0,,exorcism of emily rose the crime drama horror thriller
37727,Flightplan,Action Drama Thriller,2005.0,,flightplan action drama thriller
37729,Corpse Bride,Animation Comedy Fantasy Musical Romance,2005.0,gothic helena bonham carter johnny depp tim burton visually appealing animation 06 oscar nominated best movie - animation,corpse bride animation comedy fantasy musical romance gothic helena bonham carter johnny depp tim burton visually appealing animation 06 oscar nominated best movie animation
37731,Green Street Hooligans (a.k.a. Hooligans),Crime Drama,2005.0,,green street hooligans a k a hooligans crime drama
37733,"History of Violence, A",Action Crime Drama Thriller,2005.0,in netflix queue,history of violence a action crime drama thriller in netflix queue
37736,Oliver Twist,Drama,2005.0,dickens,oliver twist drama dickens
37739,"Greatest Game Ever Played, The",Drama,2005.0,,greatest game ever played the drama
37741,Capote,Crime Drama,2005.0,truman capote,capote crime drama truman capote
37830,Final Fantasy VII: Advent Children,Action Adventure Animation Fantasy Sci-Fi,2004.0,,final fantasy vii advent children action adventure animation fantasy sci fi
37844,Roll Bounce,Comedy Drama Romance,2005.0,,roll bounce comedy drama romance
37853,Into the Blue,Action Adventure Crime Thriller,2005.0,,into the blue action adventure crime thriller
37857,MirrorMask,Adventure Children Drama Fantasy,2005.0,,mirrormask adventure children drama fantasy
38038,Wallace & Gromit in The Curse of the Were-Rabbit,Adventure Animation Children Comedy,2005.0,06 oscar nominated best movie - animation aardman,wallace gromit in the curse of the were rabbit adventure animation children comedy 06 oscar nominated best movie animation aardman
38061,Kiss Kiss Bang Bang,Comedy Crime Mystery Thriller,2005.0,black comedy clever fast-paced dialogue good dialogue robert downey jr. witty in netflix queue,kiss kiss bang bang comedy crime mystery thriller black comedy clever fast paced dialogue good dialogue robert downey jr witty in netflix queue
38095,"Bittersweet Life, A (Dalkomhan insaeng)",Action Crime Drama,2005.0,,bittersweet life a dalkomhan insaeng action crime drama
38159,"Short Film About Love, A (Krótki film o milosci)",Drama Romance,1988.0,,short film about love a kr tki film o milosci drama romance
38164,"All This, and Heaven Too",Drama Romance,1940.0,,all this and heaven too drama romance
38198,Darwin's Nightmare,Documentary,2004.0,,darwin s nightmare documentary
38294,Beowulf & Grendel,Action Adventure Drama Fantasy,2005.0,,beowulf grendel action adventure drama fantasy
38304,No Direction Home: Bob Dylan,Documentary,2005.0,,no direction home bob dylan documentary
38388,Goal! The Dream Begins (Goal!),Drama,2005.0,,goal the dream begins goal drama
38583,"Wraith, The",Action Horror Sci-Fi Thriller,1986.0,,wraith the action horror sci fi thriller
38798,In Her Shoes,Comedy Drama,2005.0,sisters,in her shoes comedy drama sisters
38886,"Squid and the Whale, The",Comedy Drama,2005.0,divorce,squid and the whale the comedy drama divorce
38992,Two for the Money,Drama,2005.0,,two for the money drama
39183,Brokeback Mountain,Drama Romance,2005.0,,brokeback mountain drama romance
39231,Elizabethtown,Comedy Drama Romance,2005.0,,elizabethtown comedy drama romance
39234,North Country,Drama,2005.0,courtroom drama in netflix queue,north country drama courtroom drama in netflix queue
39292,"Good Night, and Good Luck.",Crime Drama,2005.0,in netflix queue journalism mccarthy hearings morrow,good night and good luck crime drama in netflix queue journalism mccarthy hearings morrow
39307,Dreamer: Inspired by a True Story,Children Drama,2005.0,,dreamer inspired by a true story children drama
39381,"Proposition, The",Crime Drama Western,2005.0,,proposition the crime drama western
39400,"Fog, The",Action Horror Mystery Thriller,2005.0,,fog the action horror mystery thriller
39414,Shopgirl,Comedy Drama Romance,2005.0,,shopgirl comedy drama romance
39427,Stay,Thriller,2005.0,,stay thriller
39435,"Legend of Zorro, The",Action Adventure Drama Western,2005.0,,legend of zorro the action adventure drama western
39444,"Weather Man, The",Comedy Drama,2005.0,,weather man the comedy drama
39446,Saw II,Horror Thriller,2005.0,,saw ii horror thriller
39449,Prime,Comedy Drama Romance,2005.0,,prime comedy drama romance
39516,Don't Move (Non ti muovere),Drama,2004.0,,don t move non ti muovere drama
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy,2005.0,,american pie presents band camp american pie 4 band camp comedy
39801,"Great Yokai War, The (Yôkai daisensô)",Adventure Comedy Fantasy Horror,2005.0,,great yokai war the y kai daisens adventure comedy fantasy horror
39869,Manderlay,Drama,2005.0,,manderlay drama
40148,Revolver,Crime Drama Thriller,2005.0,,revolver crime drama thriller
40278,Jarhead,Action Drama War,2005.0,jake gyllenhaal modern war,jarhead action drama war jake gyllenhaal modern war
40339,Chicken Little,Action Adventure Animation Children Comedy Sci-Fi,2005.0,,chicken little action adventure animation children comedy sci fi
40412,Dead Man's Shoes,Crime Thriller,2004.0,,dead man s shoes crime thriller
40414,Joyeux Noël (Merry Christmas),Drama War,2005.0,,joyeux no l merry christmas drama war
40478,Night of the Lepus,Horror Sci-Fi Thriller,1972.0,,night of the lepus horror sci fi thriller
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",Comedy Drama,1990.0,depression,match factory girl the tulitikkutehtaan tytt comedy drama depression
40578,Sword of the Beast (Kedamono no ken),Action Drama,1965.0,,sword of the beast kedamono no ken action drama
40581,Just Friends,Comedy Romance,2005.0,,just friends comedy romance
40583,Syriana,Drama Thriller,2005.0,in netflix queue,syriana drama thriller in netflix queue
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan),Comedy Drama,2002.0,,one way ticket to mombasa menolippu mombasaan comedy drama
40614,Derailed,Drama Thriller,2005.0,,derailed drama thriller
40617,Creep,Horror Thriller,2004.0,,creep horror thriller
40629,Pride & Prejudice,Drama Romance,2005.0,in netflix queue,pride prejudice drama romance in netflix queue
40697,Babylon 5,Sci-Fi,,,babylon 5 sci fi
40723,Wolf Creek,Crime Horror Thriller,2005.0,,wolf creek crime horror thriller
40732,"Descent, The",Adventure Drama Horror Thriller,2005.0,,descent the adventure drama horror thriller
40815,Harry Potter and the Goblet of Fire,Adventure Fantasy Thriller IMAX,2005.0,magic wizards,harry potter and the goblet of fire adventure fantasy thriller imax magic wizards
40819,Walk the Line,Drama Musical Romance,2005.0,johnny cash,walk the line drama musical romance johnny cash
40826,Rent,Drama Musical Romance,2005.0,,rent drama musical romance
40851,Zathura,Action Adventure Children Fantasy,2005.0,,zathura action adventure children fantasy
40870,C.R.A.Z.Y.,Drama,2005.0,,c r a z y drama
40946,Sarah Silverman: Jesus Is Magic,Comedy Musical,2005.0,,sarah silverman jesus is magic comedy musical
40955,Breakfast on Pluto,Comedy Drama,2005.0,transvestite,breakfast on pluto comedy drama transvestite
40959,"Ice Harvest, The",Action Comedy Crime Thriller,2005.0,,ice harvest the action comedy crime thriller
40962,"Yours, Mine and Ours",Comedy Romance,2005.0,,yours mine and ours comedy romance
40966,"Libertine, The",Drama,2004.0,,libertine the drama
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Crime Horror Mystery Thriller,1970.0,,bird with the crystal plumage the uccello dalle piume di cristallo l crime horror mystery thriller
41285,Match Point,Crime Drama Romance,2005.0,,match point crime drama romance
41527,Paradise Now,Crime Drama Thriller War,2005.0,,paradise now crime drama thriller war
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure Children Fantasy,2005.0,c.s. lewis,chronicles of narnia the lion the witch and the wardrobe the adventure children fantasy c s lewis
41569,King Kong,Action Adventure Drama Fantasy Thriller,2005.0,big budget,king kong action adventure drama fantasy thriller big budget
41571,Memoirs of a Geisha,Drama Romance,2005.0,,memoirs of a geisha drama romance
41573,"Family Stone, The",Comedy Drama Romance,2005.0,,family stone the comedy drama romance
41617,Havoc,Crime Drama Romance,2005.0,,havoc crime drama romance
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),Action Drama,1967.0,,samurai rebellion j i uchi hairy tsuma shimatsu action drama
41712,"Room for Romeo Brass, A",Comedy Drama,1999.0,,room for romeo brass a comedy drama
41716,"Matador, The",Comedy Drama Thriller,2005.0,,matador the comedy drama thriller
41724,Wal-Mart: The High Cost of Low Price,Documentary,2005.0,,wal mart the high cost of low price documentary
41769,Mozart and the Whale,Comedy Drama Romance,2005.0,,mozart and the whale comedy drama romance
41828,Don't Look Now: We're Being Shot At (La grande vadrouille),Comedy War,1966.0,,don t look now we re being shot at la grande vadrouille comedy war
41863,"Three Burials of Melquiades Estrada, The",Adventure Crime Drama,2006.0,,three burials of melquiades estrada the adventure crime drama
41997,Munich,Action Crime Drama Thriller,2005.0,in netflix queue,munich action crime drama thriller in netflix queue
42002,"Producers, The",Comedy Musical,2005.0,in netflix queue,producers the comedy musical in netflix queue
42004,Transamerica,Adventure Comedy Drama,2005.0,,transamerica adventure comedy drama
42007,Rumor Has It...,Comedy Drama Romance,2005.0,,rumor has it comedy drama romance
42009,Cheaper by the Dozen 2,Adventure Comedy,2005.0,,cheaper by the dozen 2 adventure comedy
42011,Fun with Dick and Jane,Comedy Crime,2005.0,,fun with dick and jane comedy crime
42013,"Ringer, The",Comedy,2005.0,,ringer the comedy
42015,Casanova,Action Adventure Comedy Drama Romance,2005.0,,casanova action adventure comedy drama romance
42018,Mrs. Henderson Presents,Comedy Drama,2005.0,,mrs henderson presents comedy drama
42176,"Ear, The (Ucho)",Drama Thriller,1970.0,,ear the ucho drama thriller
42191,Luxo Jr.,Animation Children,1986.0,,luxo jr animation children
42285,"Dentist, The",Horror Thriller,1996.0,,dentist the horror thriller
42418,"New World, The",Adventure Drama Romance,2005.0,,new world the adventure drama romance
42422,Voices of a Distant Star (Hoshi no koe),Animation Drama Romance Sci-Fi,2003.0,love,voices of a distant star hoshi no koe animation drama romance sci fi love
42556,7 Faces of Dr. Lao,Fantasy Mystery Western,1964.0,,7 faces of dr lao fantasy mystery western
42559,Samurai Assassin (Samurai),Action Adventure Drama,1965.0,,samurai assassin samurai action adventure drama
42602,"Boys of Baraka, The",Documentary,2005.0,,boys of baraka the documentary
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),Crime Drama Mystery Thriller,2005.0,brutality,lady vengeance sympathy for lady vengeance chinjeolhan geumjassi crime drama mystery thriller brutality
42638,Grand Theft Parsons,Comedy Drama,2003.0,,grand theft parsons comedy drama
42718,District 13 (Banlieue 13),Action Crime Sci-Fi,2004.0,,district 13 banlieue 13 action crime sci fi
42723,Hostel,Horror,2005.0,,hostel horror
42725,Grandma's Boy,Comedy,2006.0,,grandma s boy comedy
42728,Tristan & Isolde,Drama Romance,2006.0,,tristan isolde drama romance
42730,Glory Road,Drama,2006.0,,glory road drama
42732,Last Holiday,Comedy,2006.0,,last holiday comedy
42734,Hoodwinked!,Animation Children Comedy,2005.0,,hoodwinked animation children comedy
42738,Underworld: Evolution,Action Fantasy Horror,2006.0,,underworld evolution action fantasy horror
42740,Looking for Comedy in the Muslim World,Comedy,2005.0,in netflix queue,looking for comedy in the muslim world comedy in netflix queue
42761,Casper Meets Wendy,Adventure Children Comedy Fantasy,1998.0,,casper meets wendy adventure children comedy fantasy
42943,Revolution,Adventure Drama War,1985.0,,revolution adventure drama war
42946,Project A ('A' gai waak),Action Comedy,1983.0,,project a a gai waak action comedy
43289,"Bird People in China, The (Chûgoku no chôjin)",Adventure Comedy Drama Fantasy,1998.0,,bird people in china the ch goku no ch jin adventure comedy drama fantasy
43333,Water,Drama Romance,2005.0,,water drama romance
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),Drama War,2005.0,,sophie scholl the final days sophie scholl die letzten tage drama war
43396,"World's Fastest Indian, The",Drama,2005.0,,world s fastest indian the drama
43419,Bandidas,Action Comedy Crime Western,2006.0,,bandidas action comedy crime western
43460,Tristram Shandy: A Cock and Bull Story,Comedy Drama,2005.0,,tristram shandy a cock and bull story comedy drama
43549,Helter Skelter,Action Crime Drama Horror,2004.0,,helter skelter action crime drama horror
43556,Annapolis,Drama,2006.0,,annapolis drama
43558,Big Momma's House 2,Action Comedy Crime,2006.0,,big momma s house 2 action comedy crime
43560,Nanny McPhee,Children Comedy Fantasy,2005.0,,nanny mcphee children comedy fantasy
43677,"Tuskegee Airmen, The",Drama War,1995.0,,tuskegee airmen the drama war
43679,Final Destination 3,Horror Mystery Thriller,2006.0,,final destination 3 horror mystery thriller
43684,Something New,Comedy Drama Romance,2006.0,,something new comedy drama romance
43708,Block Party (a.k.a. Dave Chappelle's Block Party),Comedy Documentary,2005.0,,block party a k a dave chappelle s block party comedy documentary
43744,Imagine Me & You,Comedy Drama Romance,2005.0,,imagine me you comedy drama romance
43836,"Pink Panther, The",Adventure Comedy Crime,2006.0,,pink panther the adventure comedy crime
43869,Curious George,Adventure Animation Children Comedy,2006.0,,curious george adventure animation children comedy
43871,Firewall,Crime Drama Thriller,2006.0,,firewall crime drama thriller
43904,When a Stranger Calls,Horror Thriller,2006.0,,when a stranger calls horror thriller
43908,London,Drama,2005.0,,london drama
43912,Freedomland,Crime Drama,2006.0,,freedomland crime drama
43914,Winter Passing,Drama,2005.0,,winter passing drama
43917,Eight Below,Action Adventure Drama Romance,2006.0,,eight below action adventure drama romance
43919,Date Movie,Comedy Romance,2006.0,,date movie comedy romance
43921,Running Scared,Action Crime Thriller,2006.0,,running scared action crime thriller
43928,Ultraviolet,Action Fantasy Sci-Fi Thriller,2006.0,,ultraviolet action fantasy sci fi thriller
43930,Just My Luck,Comedy Romance,2006.0,,just my luck comedy romance
43932,Pulse,Action Drama Fantasy Horror Mystery Sci-Fi Thriller,2006.0,,pulse action drama fantasy horror mystery sci fi thriller
43936,16 Blocks,Crime Thriller,2006.0,,16 blocks crime thriller
44004,Failure to Launch,Comedy Romance,2006.0,,failure to launch comedy romance
44020,Ultimate Avengers,Action Animation Children Sci-Fi,2006.0,,ultimate avengers action animation children sci fi
44022,Ice Age 2: The Meltdown,Adventure Animation Children Comedy,2006.0,,ice age 2 the meltdown adventure animation children comedy
44189,Ask the Dust,Drama Romance,2006.0,,ask the dust drama romance
44191,V for Vendetta,Action Sci-Fi Thriller IMAX,2006.0,,v for vendetta action sci fi thriller imax
44193,She's the Man,Comedy Romance,2006.0,,she s the man comedy romance
44195,Thank You for Smoking,Comedy Drama,2006.0,,thank you for smoking comedy drama
44197,Find Me Guilty,Comedy Crime Drama,2006.0,,find me guilty comedy crime drama
44199,Inside Man,Crime Drama Thriller,2006.0,,inside man crime drama thriller
44204,Tsotsi,Crime Drama,2005.0,,tsotsi crime drama
44225,Aquamarine,Children Comedy Fantasy,2006.0,,aquamarine children comedy fantasy
44238,Leprechaun 2,Comedy Fantasy Horror,1994.0,,leprechaun 2 comedy fantasy horror
44241,Leprechaun 3,Comedy Fantasy Horror,1995.0,,leprechaun 3 comedy fantasy horror
44243,Leprechaun 4: In Space,Comedy Fantasy Horror Sci-Fi,1997.0,,leprechaun 4 in space comedy fantasy horror sci fi
44301,Lights in the Dusk (Laitakaupungin valot),Crime Drama,2006.0,,lights in the dusk laitakaupungin valot crime drama
44397,"Hills Have Eyes, The",Drama Horror Thriller,2006.0,,hills have eyes the drama horror thriller
44399,"Shaggy Dog, The",Adventure Children Comedy Fantasy,2006.0,,shaggy dog the adventure children comedy fantasy
